Unnamed: 0.1,Unnamed: 0,score_phrase,title,url,platform,score,genre,editors_choice,data_lancamento
873,873,Amazing,NFL Blitz [1998],/games/nfl-blitz-1997/n64-2200,Nintendo 64,9.1,"Sports, Action",N,1998-09-11
874,874,Amazing,NFL Blitz [1998],/games/nfl-blitz-1997/ps-2285,PlayStation,9.4,"Sports, Action",N,1998-09-11
875,875,Good,NCAA Football '99,/games/ncaa-football-99/pc-10182,PC,7.0,Sports,N,1998-09-11
876,876,Mediocre,Gex 64: Enter the Gecko,/games/gex-64-enter-the-gecko/n64-2291,Nintendo 64,5.7,Platformer,N,1998-09-10
877,877,Good,Incoming,/games/incoming/pc-2282,PC,7.0,Action,N,1998-08-13
878,878,Bad,Deathtrap Dungeon,/games/deathtrap-dungeon/pc-4026,PC,4.7,Action,N,1998-08-13
879,879,Okay,HardBall 6,/games/hardball-99/pc-3752,PC,6.0,Sports,N,1998-08-13
880,880,Great,Forsaken,/games/forsaken/pc-3104,PC,8.5,Action,N,1998-08-13
881,881,Okay,Urban Assault,/games/urban-assault/pc-3139,PC,6.8,Strategy,N,1998-08-13
882,882,Good,Warhammer: Dark Omen,/games/warhammer-dark-omen/pc-3246,PC,7.0,Strategy,N,1998-08-13
883,883,Good,Panzer Commander,/games/panzer-commander/pc-3691,PC,7.0,Simulation,N,1998-08-13
884,884,Bad,Bio F.R.E.A.K.S.,/games/bio-freaks/pc-4032,PC,4.0,Action,N,1998-08-13
885,885,Bad,Icarus: Sanctuary of the Gods,/games/icarus-sanctuary-of-the-gods/pc-4028,PC,4.0,RPG,N,1998-08-12
886,886,Bad,Rosco McQueen: Firefighter Extreme,/games/rosco-mcqueen-firefighter-extreme/ps-10337,PlayStation,4.5,Action,N,1998-11-02
887,887,Okay,Cool Boarders 3,/games/cool-boarders-3/ps-10196,PlayStation,6.0,Sports,N,1998-10-30
888,888,Bad,Trespasser,/games/trespasser/pc-4037,PC,4.7,Action,N,1998-10-30
889,889,Great,NCAA GameBreaker '99,/games/ncaa-gamebreaker-99/ps-10399,PlayStation,8.5,Sports,N,1998-10-29
890,890,Disaster,Extreme PaintBrawl,/games/extreme-paintbrawl/pc-10455,PC,0.7,Action,N,1998-10-29
891,891,Good,Bushido Blade 2,/games/bushido-blade-2/ps-2333,PlayStation,7.0,Fighting,N,1998-10-28
892,892,Great,Front Office Football,/games/front-office-football/pc-10432,PC,8.0,"Sports, Simulation",N,1998-10-28
893,893,Amazing,NHL '99,/games/ea-sports-mania-pack/pc-3987,PC,9.0,Sports,Y,1998-10-27
894,894,Amazing,F-Zero X,/games/f-zero-x/n64-418,Nintendo 64,9.1,Racing,Y,1998-10-27
895,895,Good,Armored Core: Project Phantasma,/games/armored-core-project-phantasma/ps-9658,PlayStation,7.8,Action,N,1998-10-19
896,896,Good,Quake II Mission Pack: Ground Zero,/games/quake-ii-mission-pack-ground-zero/pc-3935,PC,7.5,Shooter,N,1998-10-19
897,897,Good,Star Trek: The Next Generation: Klingon Honor Guard,/games/star-trek-the-next-generation-klingon-honor-guard/pc-3112,PC,7.0,Shooter,N,1998-10-16
898,898,Mediocre,Team Losi RC Racer,/games/team-losi-rc-racer/ps-2327,PlayStation,5.0,Racing,N,1998-10-16
899,899,Great,Duke Nukem: Time to Kill,/games/duke-nukem-time-to-kill/ps-2314,PlayStation,8.0,Action,N,1998-10-15
900,900,Mediocre,Knights and Merchants: The Shattered Kingdom,/games/knights-and-merchants-the-shattered-kingdom/pc-3861,PC,5.9,Strategy,N,1998-10-14
901,901,Okay,Iggy's Reckin' Balls,/games/iggys-reckin-balls/n64-2272,Nintendo 64,6.9,Platformer,N,1998-09-10
902,902,Great,Independence War,/games/independence-war/pc-3110,PC,8.0,Simulation,N,1998-09-10
903,903,Amazing,Spyro the Dragon,/games/spyro-the-dragon/ps-3920,PlayStation,9.0,Platformer,N,1998-09-09
904,904,Amazing,Tom Clancy's Rainbow Six,/games/tom-clancys-rainbow-six/pc-3836,PC,9.4,Shooter,Y,1998-09-08
905,905,Good,Command & Conquer: Red Alert Retaliation,/games/command-and-conquer-red-alert-retaliation/ps-3785,PlayStation,7.0,Strategy,N,1998-09-08
906,906,Good,Heart of Darkness,/games/heart-of-darkness/ps-4033,PlayStation,7.8,Platformer,N,1998-09-08
907,907,Okay,NFL GameDay 99,/games/nfl-gameday-99/pc-10158,PC,6.0,Sports,N,1998-09-04
908,908,Mediocre,Pro-Pinball: Timeshock!,/games/pro-pinball-timeshock/ps-10153,PlayStation,5.0,Pinball,N,1998-09-03
909,909,Great,Motocross Madness [1998],/games/motocross-madness/pc-3569,PC,8.0,Racing,N,1998-09-02
910,910,Good,Sanitarium,/games/sanitarium/pc-3424,PC,7.0,Adventure,N,1998-08-12
911,911,Good,Peter Jacobsen's Golden Tee Golf,/games/peter-jacobsens-golden-tee-golf/pc-3106,PC,7.2,Sports,N,1998-08-12
912,912,Good,Ultim@te Race Pro,/games/ultimte-race-pro/pc-3630,PC,7.0,Racing,N,1998-08-12
913,913,Awful,Nam,/games/nam/pc-4020,PC,3.0,Action,N,1998-08-12
914,914,Amazing,Unreal,/games/unreal/pc-2189,PC,9.0,Shooter,Y,1998-08-12
915,915,Great,Final Fantasy VII,/games/final-fantasy-vii/pc-2301,PC,8.2,RPG,N,1998-08-12
916,916,Okay,"Game, Net & Match",/games/game-net-match/pc-3955,PC,6.0,Sports,N,1998-08-12
917,917,Amazing,"The Operational Art of War, Vol. 1",/games/the-operational-art-of-war-vol-1/pc-4021,PC,9.0,Strategy,Y,1998-08-12
918,918,Amazing,Might and Magic VI: The Mandate of Heaven,/games/might-and-magic-vi-the-mandate-of-heaven/pc-3546,PC,9.0,RPG,Y,1998-08-12
919,919,Mediocre,Test Drive Off-Road 2,/games/test-drive-off-road-2/ps-10309,PlayStation,5.8,Racing,N,1998-10-27
920,920,Great,Railroad Tycoon II,/games/railroad-tycoon-2-platinum-edition/pc-10174,PC,8.9,Strategy,Y,1998-10-27
921,921,Great,WCW/NWO Revenge,/games/wcwnwo-revenge/n64-3875,Nintendo 64,8.0,Wrestling,N,1998-10-26
922,922,Great,Rival Schools: United by Fate,/games/rival-schools-united-by-fate/ps-3739,PlayStation,8.0,Fighting,N,1998-10-26
923,923,Amazing,Space Station Silicon Valley,/games/space-station-silicon-valley/n64-1946,Nintendo 64,9.5,Platformer,Y,1998-10-23
924,924,Mediocre,Cardinal Syn,/games/cardinal-syn/ps-3965,PlayStation,5.5,Fighting,N,1998-10-23
925,925,Great,NHL '99,/games/ea-sports-mania-pack/n64-3970,Nintendo 64,8.8,Sports,N,1998-10-14
926,926,Good,Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/pc-3900,PC,7.3,Racing,N,1998-10-13
927,927,Okay,Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/pc-10176,PC,6.8,Sports,N,1998-10-13
928,928,Good,Redline Racer,/games/redline-racer/pc-3125,PC,7.0,Racing,N,1998-10-12
929,929,Okay,Ninja: Shadow of Darkness,/games/ninja-shadow-of-darkness/ps-2092,PlayStation,6.5,Action,N,1998-10-12
930,930,Great,Caesar III,/games/caesar-iii/pc-10142,PC,8.7,Strategy,Y,1998-10-08
931,931,Okay,Cruis'n World,/games/cruisn-world/n64-73,Nintendo 64,6.5,Racing,N,1998-10-08
932,932,Okay,Running Wild,/games/running-wild/ps-2113,PlayStation,6.1,Racing,N,1998-10-08
933,933,Good,Test Drive 5,/games/test-drive-5/ps-3928,PlayStation,7.5,Racing,N,1998-10-08
934,934,Mediocre,Bottom of the 9th '99,/games/bottom-of-the-9th-99/ps-10146,PlayStation,5.0,Sports,N,1998-09-02
935,935,Great,Warlords III: Darklords Rising,/games/warlords-iii-darklords-rising/pc-3942,PC,8.0,Strategy,N,1998-09-02
936,936,Great,Commandos: Behind Enemy Lines,/games/commandos-behind-enemy-lines/pc-3853,PC,8.2,Strategy,N,1998-09-01
937,937,Okay,Leisure Suit Larry's Casino,/games/leisure-suit-larrys-casino/pc-3884,PC,6.2,Casino,N,1998-09-01
938,938,Good,Castrol Honda Superbike World Champions,/games/castrol-honda-superbike-world-champions-142679/pc-3595,PC,7.5,Racing,N,1998-09-01
939,939,Great,WWF Warzone,/games/wwf-warzone/n64-1980,Nintendo 64,8.5,Wrestling,N,1998-08-12
940,940,Mediocre,Pro Pilot 99,/games/pro-pilot-99/pc-4019,PC,5.8,Simulation,N,1998-10-23
941,941,Great,Body Harvest,/games/body-harvest/n64-405,Nintendo 64,8.4,Action,N,1998-10-22
942,942,Great,Madden NFL '99,/games/madden-football/pc-9982,PC,8.5,Sports,N,1998-10-22
943,943,Good,MediEvil,/games/medievil/ps-3950,PlayStation,7.8,Action,N,1998-10-22
944,944,Good,Lemmings and Oh No! More Lemmings,/games/lemmings/ps-10302,PlayStation,7.0,Puzzle,N,1998-10-22
945,945,Great,Axis & Allies [1998],/games/axis-allies-1998/pc-9954,PC,8.2,Strategy,N,1998-10-21
946,946,Good,The Game of Life [1998],/games/the-game-of-life-1998/pc-10306,PC,7.2,Puzzle,N,1998-10-07
947,947,Good,Rogue Trip: Vacation 2012,/games/rogue-trip-vacation-2012/ps-3768,PlayStation,7.9,Action,N,1998-10-07
948,948,Okay,S.C.A.R.S.,/games/scars-809360/ps-9925,PlayStation,6.5,Racing,N,1998-10-07
949,949,Good,Bomberman World,/games/bomberman-world/ps-2297,PlayStation,7.8,Action,N,1998-10-07
950,950,Great,NFL Blitz [1998],/games/nfl-blitz-1997/pc-2286,PC,8.5,"Sports, Action",N,1998-10-06
951,951,Okay,Dragon Seeds,/games/dragon-seeds/ps-10303,PlayStation,6.9,RPG,N,1998-10-06
952,952,Good,Jane's IAF -- Israeli Air Force,/games/janes-2-pack-usnf-97-iaf-israeli-air-force/pc-10178,PC,7.0,"Flight, Simulation",N,1998-10-05
953,953,Amazing,Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/ps-3791,PlayStation,9.0,Sports,N,1998-10-02
954,954,Okay,iF/A-18 Carrier Strike Fighter,/games/ifa-18-carrier-strike-fighter/pc-9946,PC,6.8,Simulation,N,1998-10-01
955,955,Mediocre,The Fifth Element,/games/nyr-new-york-race/ps-3936,PlayStation,5.0,Action,N,1998-10-01
956,956,Okay,Get Medieval,/games/get-medieval/pc-3981,PC,6.1,Action,N,1998-08-31
957,957,Bad,Sensible Soccer '98,/games/sensible-soccer-98/pc-3959,PC,4.3,Sports,N,1998-08-31
958,958,Great,Wild 9,/games/wild-9/ps-1869,PlayStation,8.5,Action,N,1998-10-01
959,959,Great,TOCA Championship Racing,/games/toca-championship-racing/pc-3381,PC,8.2,Racing,N,1998-09-30
960,960,Great,NHL FaceOff '99,/games/nhl-faceoff-99/ps-10240,PlayStation,8.8,Sports,N,1998-09-30
961,961,Good,NASCAR 99,/games/nascar-99/ps-3841,PlayStation,7.1,Racing,N,1998-09-30
962,962,Okay,Pool Hustler,/games/pool-hustler/ps-10238,PlayStation,6.7,Sports,N,1998-09-30
963,963,Good,Spearhead,/games/spearhead/pc-3132,PC,7.0,Simulation,N,1998-09-29
964,964,Painful,Activision Classics,/games/activision-classics/ps-4023,PlayStation,2.0,Action,N,1998-09-29
965,965,Mediocre,Heart of Darkness,/games/heart-of-darkness/pc-2254,PC,5.8,Platformer,N,1998-09-29
966,966,Great,NHL '99,/games/ea-sports-mania-pack/ps-10157,PlayStation,8.9,Sports,N,1998-09-29
967,967,Bad,Starship Titanic,/games/starship-titanic/pc-3133,PC,4.9,Adventure,N,1998-08-31
968,968,Good,Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/pc-4006,PC,7.8,Sports,N,1998-08-31
969,969,Good,X-COM: Interceptor,/games/x-com-interceptor/pc-3144,PC,7.0,Action,N,1998-08-31
970,970,Bad,Super B-Daman Battle Phoenix 64,/games/super-b-daman-battle-phoenix-64/n64-4000,Nintendo 64,4.0,Action,N,1998-08-30
971,971,Mediocre,Pokemon Stadium [Japanese Version],/games/pokemon-stadium-jp-version/n64-3997,Nintendo 64,5.0,Battle,N,1998-08-30
972,972,Mediocre,Waialae Country Club: True Golf Classics,/games/waialae-country-club-true-golf-classics/n64-3825,Nintendo 64,5.8,Sports,N,1998-08-30
973,973,Good,NCAA Football '99,/games/ncaa-football-99-877941/ps-3843,PlayStation,7.8,Sports,N,1998-08-28
974,974,Amazing,NFL GameDay 99,/games/nfl-gameday-99/ps-4016,PlayStation,9.3,Sports,N,1998-08-28
975,975,Great,WWF Warzone,/games/wwf-warzone/ps-3730,PlayStation,8.0,Wrestling,N,1998-08-28
976,976,Amazing,Devil Dice,/games/devil-dice/ps-3896,PlayStation,9.0,Puzzle,Y,1998-09-29
977,977,Great,Trap Gunner,/games/trap-gunner/ps-3864,PlayStation,8.9,Action,N,1998-09-28
978,978,Unbearable,Deep Sea Trophy Fishing,/games/deep-sea-trophy-fishing/pc-10224,PC,1.8,Hunting,N,1998-09-28
979,979,Great,Unholy War,/games/unholy-war/ps-3911,PlayStation,8.0,Strategy,N,1998-09-28
980,980,Great,Madden NFL '99,/games/madden-football/n64-3844,Nintendo 64,8.5,Sports,N,1998-09-25
981,981,Mediocre,Industry Giant [1998],/games/industry-giant-1998/pc-3745,PC,5.0,Strategy,N,1998-08-27
982,982,Great,Madden NFL '99,/games/madden-football/ps-3840,PlayStation,8.5,Sports,N,1998-08-26
983,983,Great,Turbo Prop Racing,/games/turbo-prop-racing/ps-3962,PlayStation,8.0,Racing,N,1998-08-24
984,984,Great,Tomba!,/games/tomba/ps-2260,PlayStation,8.7,Platformer,Y,1998-08-24
985,985,Great,Elemental Gearbolt,/games/elemental-gearbolt/ps-2244,PlayStation,8.3,Action,Y,1998-08-24
986,986,Good,Azure Dreams,/games/azure-dreams/ps-2224,PlayStation,7.0,RPG,N,1998-08-24
987,987,Painful,Spice World,/games/spice-world/ps-3954,PlayStation,2.0,Action,N,1998-08-24
988,988,Great,Gex: Enter the Gecko,/games/gex-64-enter-the-gecko/ps-2061,PlayStation,8.0,Platformer,N,1998-08-23
989,989,Great,Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/ps-2231,PlayStation,8.0,Racing,Y,1998-08-23
990,990,Great,Moto Racer 2,/games/moto-racer-2/ps-3898,PlayStation,8.7,Racing,Y,1998-09-18
991,991,Great,Circuit Breakers [1998],/games/circuit-breakers/ps-3943,PlayStation,8.0,Racing,N,1998-09-18
992,992,Amazing,Tenchu: Stealth Assassins,/games/tenchu-shinobi-hyakusen/ps-2332,PlayStation,9.0,Action,Y,1998-09-18
993,993,Great,G Darius,/games/g-darius/ps-3895,PlayStation,8.0,Shooter,N,1998-09-17
994,994,Okay,Bomberman Hero,/games/bomberman-hero/n64-3781,Nintendo 64,6.0,Platformer,N,1998-09-16
995,995,Amazing,Einhander,/games/einhander/ps-2048,PlayStation,9.0,Shooter,Y,1998-08-23
996,996,Amazing,Gran Turismo [1998],/games/gran-turismo-1998/ps-2226,PlayStation,9.5,Racing,Y,1998-08-23
997,997,Amazing,Tekken 3,/games/tekken-3/ps-2294,PlayStation,9.3,Fighting,Y,1998-08-23
998,998,Okay,Vangers,/games/vangers/pc-3628,PC,6.7,Action,N,1998-08-18
999,999,Great,Mortal Kombat 4,/games/mortal-kombat-4/pc-3940,PC,8.0,Fighting,N,1998-08-18
1000,1000,Okay,Twisted Edge Extreme Snowboading,/games/twisted-edge-extreme-snowboading/n64-2007,Nintendo 64,6.8,Sports,N,1998-11-13
1001,1001,Great,Fallout 2,/games/fallout-2/pc-3783,PC,8.9,RPG,Y,1998-11-13
1002,1002,Okay,Asteroids,/games/asteroids/ps-10365,PlayStation,6.0,Action,N,1998-11-13
1003,1003,Bad,Twisted Metal 3,/games/twisted-metal-3/ps-10296,PlayStation,4.0,Action,N,1998-11-12
1004,1004,Great,Rush 2: Extreme Racing USA,/games/rush-2-extreme-racing-usa/n64-3852,Nintendo 64,8.9,Racing,N,1998-11-11
1005,1005,Good,Small Soldiers,/games/small-soldiers/ps-3969,PlayStation,7.2,Adventure,N,1998-11-11
1006,1006,Bad,Knife Edge: Nose Gunner,/games/knife-edge-nose-gunner/n64-3930,Nintendo 64,4.6,Shooter,N,1998-11-11
1007,1007,Good,X Games Pro Boarder,/games/x-games-pro-boarder/ps-10376,PlayStation,7.0,Action,N,1998-11-11
1008,1008,Great,Brave Fencer Musashi,/games/brave-fencer-musashi/ps-3951,PlayStation,8.5,Adventure,N,1998-11-11
1009,1009,Great,Guilty Gear,/games/guilty-gear/ps-4034,PlayStation,8.0,Fighting,N,1998-11-11
1010,1010,Great,NFL Quarterback Club '99,/games/nfl-quarterback-club-99/n64-3796,Nintendo 64,8.4,Sports,N,1998-11-10
1011,1011,Great,NBA Live '99,/games/nba-live-99/pc-10147,PC,8.6,Sports,N,1998-11-10
1012,1012,Painful,Dual Heroes,/games/dual-heroes/n64-1964,Nintendo 64,2.8,Fighting,N,1998-11-09
1013,1013,Great,Glover,/games/glover/n64-3899,Nintendo 64,8.3,Platformer,N,1998-11-09
1014,1014,Amazing,NBA Live '99,/games/nba-live-99/ps-10154,PlayStation,9.0,Sports,N,1998-11-06
1015,1015,Great,Delta Force,/games/delta-force-908388/pc-10223,PC,8.7,Shooter,Y,1998-11-06
1016,1016,Amazing,Shogo: Mobile Armor Division,/games/shogo-mobile-armor-division/pc-3561,PC,9.0,Action,Y,1998-11-06
1017,1017,Great,NBA Live '99,/games/nba-live-99/n64-3918,Nintendo 64,8.0,Sports,N,1998-11-05
1018,1018,Amazing,Colony Wars: Vengeance,/games/colony-wars-vengeance/ps-2323,PlayStation,9.5,Action,Y,1998-11-05
1019,1019,Okay,VR Baseball 2000,/games/vr-baseball-2000/pc-3834,PC,6.0,Sports,N,1998-11-05
1020,1020,Bad,Rage of Mages,/games/rage-of-mages/pc-10195,PC,4.6,RPG,N,1998-11-04
1021,1021,Amazing,International Superstar Soccer '98,/games/international-superstar-soccer-98/n64-3848,Nintendo 64,9.1,Sports,Y,1998-11-04
1022,1022,Amazing,Crash Bandicoot: Warped,/games/crash-bandicoot-warped/ps-3919,PlayStation,9.1,Platformer,Y,1998-11-04
1023,1023,Amazing,WipEout 64,/games/wipeout-64/n64-3872,Nintendo 64,9.1,Racing,N,1998-11-03
1024,1024,Bad,Lucky Luke,/games/lucky-luke/ps-10339,PlayStation,4.0,Action,N,1998-11-03
1025,1025,Great,Glover,/games/glover/pc-10599,PC,8.0,Puzzle,N,1998-12-11
1026,1026,Great,Thief: The Dark Project,/games/thief-gold/pc-3476,PC,8.9,Action,Y,1998-12-11
1027,1027,Amazing,FIFA '99,/games/fifa-99/ps-10166,PlayStation,9.0,Sports,N,1998-12-11
1028,1028,Amazing,Turok 2: Seeds of Evil,/games/turok-2-seeds-of-evil/n64-1969,Nintendo 64,9.0,Shooter,N,1998-12-11
1029,1029,Good,Tomb Raider III: Adventures of Lara Croft,/games/tomb-raider-3-adventures-of-lara-croft/pc-10338,PC,7.7,Action,N,1998-12-10
1030,1030,Mediocre,Kensei: Sacred Fist,/games/kensei-sacred-fist-139017/ps-10437,PlayStation,5.5,Fighting,N,1998-12-10
1031,1031,Good,The Elder Scrolls Adventures: Redguard,/games/the-elder-scrolls-adventures-redguard/pc-10576,PC,7.0,Adventure,N,1998-12-10
1032,1032,Okay,Space Bunnies Must Die,/games/space-bunnies-must-die/pc-3131,PC,6.5,Action,N,1998-12-09
1033,1033,Great,Star Wars: Rogue Squadron,/games/star-wars-rogue-squadron/n64-3964,Nintendo 64,8.8,"Flight, Action",Y,1998-12-09
1034,1034,Great,Roll Away,/games/roll-away/ps-3993,PlayStation,8.9,"Puzzle, Action",N,1998-12-09
1035,1035,Great,Jeopardy! [1998],/games/jeopardy-1998-807664/ps-10380,PlayStation,8.0,Puzzle,N,1998-12-09
1036,1036,Mediocre,O.D.T.: Escape... ...Or Die Trying,/games/odt-escape-or-die-trying/ps-2329,PlayStation,5.5,Action,N,1998-12-08
1037,1037,Bad,Streak: Hoverboard Racing,/games/streak-hoverboard-racing/ps-3767,PlayStation,4.5,Racing,N,1998-12-08
1038,1038,Okay,NHL Breakaway '99,/games/nhl-breakaway-99/n64-9947,Nintendo 64,6.0,Sports,N,1998-12-07
1039,1039,Okay,Milo's Astro Lanes,/games/milos-astro-lanes/n64-2295,Nintendo 64,6.1,Action,N,1998-12-04
1040,1040,Bad,FOX Sports College Hoops '99,/games/fox-sports-college-hoops-99/n64-2235,Nintendo 64,4.8,Sports,N,1998-12-04
1041,1041,Great,Star Wars: Rogue Squadron 3D,/games/star-wars-rogue-squadron/pc-10583,PC,8.3,"Flight, Action",N,1998-12-04
1042,1042,Good,S.C.A.R.S,/games/scars/n64-3958,Nintendo 64,7.9,Racing,N,1998-12-04
1043,1043,Good,Knockout Kings,/games/knockout-kings/ps-3989,PlayStation,7.3,Sports,N,1998-12-03
1044,1044,Mediocre,Motorhead,/games/motorhead/ps-10435,PlayStation,5.0,Racing,N,1998-12-02
1045,1045,Good,No One Can Stop Mr. Domino,/games/no-one-can-stop-mr-domino/ps-10165,PlayStation,7.8,Puzzle,N,1998-12-02
1046,1046,Okay,Rugrats: The Search for Reptar,/games/rugrats-the-search-for-reptar/ps-10340,PlayStation,6.5,Platformer,N,1998-12-02
1047,1047,Great,Top Gear Overdrive,/games/top-gear-overdrive/n64-3901,Nintendo 64,8.0,Racing,N,1998-12-01
1048,1048,Good,Test Drive 5,/games/test-drive-5/pc-10568,PC,7.8,Racing,N,1998-12-01
1049,1049,Okay,Wheel of Fortune,/games/wheel-of-fortune-107470/pc-10570,PC,6.9,Trivia,N,1998-12-01
1050,1050,Good,Buck Bumble,/games/buck-bumble/n64-2304,Nintendo 64,7.2,Action,N,1998-12-01
1051,1051,Good,Oddworld: Abe's Exoddus,/games/oddworld-abes-exoddus/ps-10403,PlayStation,7.8,Adventure,N,1998-11-30
1052,1052,Great,FIFA '99,/games/fifa-99/pc-10156,PC,8.7,Sports,Y,1998-11-30
1053,1053,Good,Nightmare Creatures,/games/nightmare-creatures/n64-4018,Nintendo 64,7.4,Action,N,1998-11-30
1054,1054,Amazing,Half-Life,/games/half-life-1/pc-3107,PC,9.5,Shooter,Y,1998-11-25
1055,1055,Good,Heretic II,/games/heretic-ii/pc-3715,PC,7.9,Action,N,1998-11-25
1056,1056,Good,SiN,/games/sin/pc-3130,PC,7.0,Shooter,N,1998-11-25
1057,1057,Amazing,Bust A Groove,/games/bust-a-groove/ps-2308,PlayStation,9.0,"Music, Action",Y,1998-11-25
1058,1058,Masterpiece,The Legend of Zelda: Ocarina of Time,/games/the-legend-of-zelda-ocarina-of-time/n64-437,Nintendo 64,10.0,"Action, Adventure",Y,1998-11-25
1059,1059,Great,Darkstalkers 3,/games/darkstalkers-3/ps-3949,PlayStation,8.0,Fighting,N,1998-11-24
1060,1060,Great,Street Fighter Collection 2,/games/street-fighter-collection-2/ps-3863,PlayStation,8.4,"Fighting, Compilation",Y,1998-11-24
1061,1061,Good,Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/ps-5469,PlayStation,7.1,Sports,N,1998-11-24
1062,1062,Great,Kartia,/games/kartia-141842/ps-2256,PlayStation,8.0,RPG,N,1998-11-23
1063,1063,Okay,Asteroids,/games/asteroids/pc-10495,PC,6.8,Action,N,1998-11-23
1064,1064,Good,Jeopardy! [1998],/games/jeopardy-1998-807664/pc-10558,PC,7.4,Trivia,N,1998-11-23
1065,1065,Great,Tomb Raider III: Adventures of Lara Croft,/games/tomb-raider-3-adventures-of-lara-croft/ps-5468,PlayStation,8.0,Adventure,N,1998-11-20
1066,1066,Mediocre,Assault: Retribution,/games/assault-108436/ps-3925,PlayStation,5.5,Action,N,1998-11-19
1067,1067,Good,Apocalypse,/games/apocalypse/ps-2019,PlayStation,7.0,Action,N,1998-11-19
1068,1068,Bad,A Bug's Life,/games/a-bugs-life/ps-10232,PlayStation,4.0,Platformer,N,1998-11-19
1069,1069,Okay,Blood II: The Chosen,/games/blood-ii-the-chosen/pc-3525,PC,6.2,Action,N,1998-11-19
1070,1070,Okay,Extreme-G 2,/games/extreme-g-2/n64-3788,Nintendo 64,6.9,Racing,N,1998-11-17
1071,1071,Good,Centipede [1999],/games/centipede-1999/pc-9943,PC,7.6,Action,N,1998-11-16
1072,1072,Bad,Psybadek,/games/psybadek/ps-9938,PlayStation,4.0,Adventure,N,1998-11-13
1073,1073,Mediocre,Vigilance,/games/vigilance/pc-3141,PC,5.8,Action,N,1998-11-13
1074,1074,Great,Thunder Force V: Perfect System,/games/thunder-force-v-special-pack/ps-3878,PlayStation,8.5,Action,N,1998-11-13
1075,1075,Mediocre,Star Soldier: Vanishing Earth,/games/star-soldier-vanishing-earth/n64-3799,Nintendo 64,5.0,Action,N,1999-01-20
1076,1076,Great,Sid Meier's Civilization II,/games/sid-meiers-civilization-ii/ps-10640,PlayStation,8.8,Strategy,N,1999-01-20
1077,1077,Mediocre,Fatal Abyss,/games/fatal-abyss/pc-3953,PC,5.3,Action,N,1999-01-20
1078,1078,Great,Akuji The Heartless,/games/akuji-the-heartless/ps-3927,PlayStation,8.0,Action,N,1999-01-20
1079,1079,Mediocre,ruthless.com,/games/ruthlesscom/pc-10831,PC,5.2,Strategy,N,1999-01-19
1080,1080,Awful,FunPack 3D,/games/funpack-3d/pc-11142,PC,3.7,Puzzle,N,1999-02-11
1081,1081,Mediocre,Microsoft Pinball Arcade,/games/microsoft-pinball-arcade/pc-11141,PC,5.2,Pinball,N,1999-02-11
1082,1082,Bad,WCW Nitro,/games/wcw-nitro/n64-1979,Nintendo 64,4.7,Wrestling,N,1999-02-11
1083,1083,Good,Mario Party,/games/mario-party/n64-10397,Nintendo 64,7.9,Party,N,1999-02-11
1084,1084,Great,Tom Clancy's Rainbow Six Mission Pack: Eagle Watch,/games/tom-clancys-rainbow-six-mission-pack-eagle-watch/pc-11107,PC,8.6,Action,N,1999-02-10
1085,1085,Mediocre,Destrega,/games/destrega/ps-3838,PlayStation,5.5,Fighting,N,1999-02-09
1086,1086,Great,TOCA Championship Racing,/games/toca-championship-racing/ps-3155,PlayStation,8.0,Racing,N,1999-01-19
1087,1087,Painful,Sierra Sports: Skiing 1999 Edition,/games/sierra-sports-skiing-1999-edition/pc-10874,PC,2.5,Sports,N,1999-01-19
1088,1088,Amazing,Close Combat III: The Russian Front,/games/close-combat-iii-the-russian-front/pc-10799,PC,9.0,Strategy,Y,1999-01-18
1089,1089,Amazing,Baldur's Gate,/games/baldurs-gate/pc-9942,PC,9.4,RPG,Y,1999-01-18
1090,1090,Great,Moto Racer 2,/games/moto-racer-2/pc-3777,PC,8.6,Racing,Y,1999-01-18
1091,1091,Great,BattleTanx,/games/battletanx/n64-3924,Nintendo 64,8.0,Action,N,1999-01-15
1092,1092,Amazing,Starsiege: Tribes,/games/starsiege-tribes/pc-4005,PC,9.3,Shooter,Y,1999-01-15
1093,1093,Okay,Invasion From Beyond,/games/invasion-from-beyond/ps-9924,PlayStation,6.5,Action,N,1999-01-15
1094,1094,Good,Magical Tetris Challenge,/games/magical-tetris-adventure-featuring-mickey-mouse/n64-2001,Nintendo 64,7.8,"Puzzle, Adventure",N,1999-01-15
1095,1095,Good,ESPN X Games Pro Boarder,/games/espn-x-games-pro-boarder/pc-10789,PC,7.8,Sports,N,1999-02-08
1096,1096,Okay,Penny Racers,/games/penny-racers-14288452/n64-2325,Nintendo 64,6.0,Racing,N,1999-02-08
1097,1097,Mediocre,Flying Dragon,/games/flying-dragon/n64-1913,Nintendo 64,5.0,Fighting,N,1999-02-04
1098,1098,Mediocre,Irritating Stick,/games/irritating-stick/ps-10466,PlayStation,5.5,Action,N,1999-02-04
